report_date,incident number,incident name,start date,incident type,county,latitude,longitude,area,area measurement
7/1/2017,968_6071,Five Mile,6/29/2017,WF,6071,34.459920000000004,-114.4807,0.1,ACRES
7/1/2017,969_4021,Bottleneck,6/30/2017,WF,4021,33.09359,-111.9481,0.1,ACRES
10/24/2017,969_23001,Sliding Hill,10/22/2017,WF,23001,44.10341,-70.23302,0.1,ACRES
9/1/2017,969_49045,Band,8/31/2017,WF,49045,40.28098,-112.5773,0.1,ACRES
9/1/2017,970_49045,Condie,8/31/2017,WF,49045,40.32121,-112.5934,0.1,ACRES
10/24/2017,970_23017,Crocker Pond Cg Site 6,10/23/2017,WF,23017,44.30859,-70.82271999999999,0.1,ACRES
9/2/2017,971_49045,Lower Band,9/1/2017,WF,49045,40.28152,-112.57799999999999,0.1,ACRES
9/3/2017,972_8067,972,9/2/2017,WF,8067,37.63299,-107.9035,0.1,ACRES
7/2/2017,973_4021,Nitro,7/1/2017,WF,4021,33.100970000000004,-111.9462,0.1,ACRES
9/2/2017,974_41063,Copper,9/1/2017,WF,41063,45.20415,-117.3961,0.1,ACRES
10/23/2017,976_23001,Auburn Snake Trail 1,10/22/2017,WF,23001,44.096070000000005,-70.23344,0.1,ACRES
9/5/2017,976_8067,976,9/4/2017,WF,8067,37.390840000000004,-107.5785,0.1,ACRES
7/2/2017,978_4007,Range,7/1/2017,WF,4007,34.1533,-111.316,0.1,ACRES
10/23/2017,978_23019,Missed Supper,10/22/2017,WF,23019,44.817483,-69.058853,0.1,ACRES
4/22/2017,978_6073,Spur,4/21/2017,WF,6073,32.7696,-116.6974,0.1,ACRES
10/23/2017,979_23017,Sleepy Hollow,10/22/2017,WF,23017,44.364779999999996,-70.55931,0.1,ACRES
8/21/2017,979_6105,Ramp,8/20/2017,WF,6105,40.318670000000004,-123.3733,0.1,ACRES
10/25/2017,980_23019,Mcintosh,10/23/2017,WF,23019,44.770342,-68.930813,0.1,ACRES
8/21/2017,980_6015,Idlewild,8/20/2017,WF,6015,41.903240000000004,-123.7683,0.1,ACRES
8/23/2017,980_41031,0980 Rn,8/22/2017,WF,41031,44.76471,-120.9989,0.1,ACRES
6/18/2017,980_6105,Manzanita,6/17/2017,WF,6105,40.9875,-122.6596,0.1,ACRES
8/6/2017,980_6057,Rucker,8/5/2017,WF,6057,39.35917,-120.6372,0.1,ACRES
7/2/2017,982_4027,Hidden,7/1/2017,WF,4027,32.870490000000004,-114.4485,0.1,ACRES
10/22/2017,983_23031,Meth 2,10/21/2017,WF,23031,43.74817,-70.69188,0.1,ACRES
10/22/2017,984_23009,Niccos,10/21/2017,WF,23009,44.700779,-68.64541899999999,0.1,ACRES
8/9/2017,985_6105,Haynes,8/8/2017,WF,6105,40.0628,-123.083,0.1,ACRES
7/3/2017,985_8059,528F,7/2/2017,WF,8059,39.3326,-105.26700000000001,0.1,ACRES
5/14/2017,986_6079,Turkey,5/13/2017,WF,6079,35.34989,-120.3509,0.1,ACRES
9/4/2017,986_49049,Tom Sawyer,9/3/2017,WF,49049,39.95319,-111.8939,0.1,ACRES
9/6/2017,986_8083,Little Bear,9/5/2017,WF,8083,37.21078,-108.726,0.1,ACRES
7/3/2017,987_8015,Morgan Gulch,7/2/2017,WF,8015,38.75939,-106.3641,0.1,ACRES
8/22/2017,987_6023,Bull Creek,8/21/2017,WF,6023,41.16581,-123.6907,0.1,ACRES
7/3/2017,989_8041,318 Rd,7/2/2017,WF,8041,39.07054,-104.9494,0.1,ACRES
9/1/2017,989_4001,Bonito Creek,8/31/2017,WF,4001,33.69706,-109.8002,0.1,ACRES
10/23/2017,990_23017,Callaghan,10/22/2017,WF,23017,44.21263,-70.94521999999999,0.1,ACRES
10/25/2017,991_23023,Brick Island,10/24/2017,WF,23023,43.979321999999996,-69.86026600000001,0.1,ACRES
10/19/2017,992_23031,Keystone,10/18/2017,WF,23031,43.646029999999996,-70.72689,0.1,ACRES
7/3/2017,993_4007,Delaware,7/2/2017,WF,4007,34.153420000000004,-111.3405,0.1,ACRES
7/3/2017,994_4021,Mcpete,7/2/2017,WF,4021,33.14186,-111.8595,0.1,ACRES
7/26/2017,994_6063,Diamond,7/25/2017,WF,6063,39.96054,-120.1688,0.1,ACRES
7/26/2017,995_6063,Bloomer,7/25/2017,WF,6063,39.96098,-120.1564,0.1,ACRES
11/2/2017,995_23003,P/U,10/31/2017,WF,23003,46.495235,-68.01884799999999,0.1,ACRES
8/26/2017,995_41013,0995 Pr,8/24/2017,WF,41013,44.200359999999996,-120.2556,0.1,ACRES
8/25/2017,996_41017,0996 Nw,8/24/2017,WF,41017,44.05093,-121.3858,0.1,ACRES
11/3/2017,997_23009,Rope Ferry,11/2/2017,WF,23009,44.376315999999996,-68.66861,0.1,ACRES
10/23/2017,998_23027,Marsh,10/22/2017,WF,23027,44.431204,-69.045362,0.1,ACRES
9/5/2017,998_49045,Shubert,9/4/2017,WF,49045,40.36927,-112.2572,0.1,ACRES
11/1/2017,999_23003,T9R5,10/31/2017,WF,23003,46.43922,-68.38361,0.1,ACRES
7/4/2017,1001_8065,Halfspur,7/3/2017,WF,8065,39.17367,-106.4947,0.1,ACRES
8/10/2017,1001_6033,Boardman,8/9/2017,WF,6033,39.48677,-122.9103,0.1,ACRES
9/11/2017,1001_8113,Landing Strip,9/10/2017,WF,8113,37.99152,-108.9953,0.1,ACRES
7/4/2017,1002_4013,Cello,7/3/2017,WF,4013,33.53349,-111.4334,0.1,ACRES
7/2/2017,1002_4005,Fence,7/1/2017,WF,4005,34.532070000000004,-111.4806,0.1,ACRES
11/2/2017,1002_23005,Wheeler Road,11/1/2017,WF,23005,43.57184,-70.22085,0.1,ACRES
11/10/2017,1002_36097,Burnt Hill /Update,11/9/2017,WF,36097,42.461040000000004,-76.7911,0.1,ACRES
8/27/2017,1003_41017,1003 Nw,8/26/2017,WF,41017,43.99517,-121.5231,0.1,ACRES
11/11/2017,1004_23003,Frost Masasdis,11/10/2017,WF,23003,46.481771,-68.383926,0.1,ACRES
8/9/2017,1005_6061,French,8/8/2017,WF,6061,39.11605,-120.4205,0.1,ACRES
11/11/2017,1005_23019,Ervin Rd,11/10/2017,WF,23019,44.926629,-69.279428,0.1,ACRES
11/13/2017,1006_23019,Rover,11/12/2017,WF,23019,45.53841,-68.55311,0.1,ACRES
8/28/2017,1006_41031,1006 Rn,8/26/2017,WF,41031,44.44095,-121.1983,0.1,ACRES
8/9/2017,1007_6091,Young,8/8/2017,WF,6091,39.59772,-120.6546,0.1,ACRES
9/5/2017,1007_4001,Rudd,9/4/2017,WF,4001,33.98323,-109.3682,0.1,ACRES
7/4/2017,1008_4007,Hunter,7/3/2017,WF,4007,34.31621,-111.006,0.1,ACRES
9/7/2017,1008_4005,Ryker,9/5/2017,WF,4005,34.396440000000005,-111.0158,0.1,ACRES
7/4/2017,1009_4007,Fence,7/3/2017,WF,4007,33.333659999999995,-110.4501,0.1,ACRES
7/3/2017,1014_4025,Station,7/2/2017,WF,4025,34.7432,-111.7692,0.1,ACRES
12/12/2017,1015_23019,Ip Road Truck,12/11/2017,WF,23019,45.6895,-68.55445,0.1,ACRES
9/9/2017,1015_49045,Dell Track,9/8/2017,WF,49045,40.77942,-112.8121,0.1,ACRES
10/9/2017,1017_4005,Pipeline,10/8/2017,WF,4005,36.70818,-112.2439,0.1,ACRES
8/28/2017,1018_41017,Green Forest 1018 Od,8/27/2017,WF,41017,43.73649,-121.5133,0.1,ACRES
8/12/2017,1018_6021,Felkner,8/11/2017,WF,6021,39.51345,-122.6817,0.1,ACRES
9/15/2017,1018_8083,Painted Hand Left,9/14/2017,WF,8083,37.46167,-108.975,0.1,ACRES
7/5/2017,1018_8119,Turkey Rock,7/4/2017,WF,8119,39.12608,-105.2443,0.1,ACRES
9/15/2017,1019_8083,Painted Hand Right,9/14/2017,WF,8083,37.46346,-108.9785,0.1,ACRES
12/6/2017,1019_23023,Mile 50 295,12/5/2017,WF,23023,44.161101,-69.834869,0.1,ACRES
7/5/2017,1019_8021,Spaghetti,7/4/2017,WF,8021,37.22744,-106.4672,0.1,ACRES
10/10/2017,1020_4005,Moquitch,10/9/2017,WF,4005,36.58938,-112.2359,0.1,ACRES
9/15/2017,1020_8083,Rock Tree,9/14/2017,WF,8083,37.47572,-108.9795,0.1,ACRES
9/8/2017,1021_4005,Right,9/7/2017,WF,4005,34.44475,-111.0102,0.1,ACRES
8/12/2017,1021_6021,Jumbo,8/11/2017,WF,6021,39.61168,-122.7424,0.1,ACRES
9/15/2017,1021_8083,Mud Canyon,9/14/2017,WF,8083,37.3212,-108.6826,0.1,ACRES
7/6/2017,1022_8041,Limbaugh,7/4/2017,WF,8041,39.06689,-104.9532,0.1,ACRES
9/15/2017,1022_8083,Gifford Knob,9/14/2017,WF,8083,37.31702,-108.6986,0.1,ACRES
7/5/2017,1022_4027,Paradise Casino,7/3/2017,WF,4027,32.73325,-114.6093,0.1,ACRES
7/5/2017,1023_4027,Sparkler,7/4/2017,WF,4027,32.73434,-114.6075,0.1,ACRES
9/15/2017,1024_8083,Cedar Point,9/14/2017,WF,8083,37.19628,-108.4741,0.1,ACRES
7/6/2017,1024_4021,347 At 176,7/5/2017,WF,4021,33.09145,-112.03399999999999,0.1,ACRES
9/15/2017,1026_8083,1026,9/14/2017,WF,8083,37.510090000000005,-108.8966,0.1,ACRES
10/31/2017,1027_40001,Sally Bull,10/29/2017,WF,40001,35.73305,-94.54567,0.1,ACRES
7/6/2017,1027_8041,Ensign,7/4/2017,WF,8041,39.04873,-105.0124,0.1,ACRES
9/25/2017,1029_16015,Rattlesnake,9/24/2017,WF,16015,43.82877,-115.9719,0.1,ACRES
9/16/2017,1029_8067,Hollow,9/15/2017,WF,8067,37.064009999999996,-107.928,0.1,ACRES
10/31/2017,1030_40089,Sally Bull 2,10/29/2017,WF,40089,33.86528,-94.52906,0.1,ACRES
7/3/2017,1030_4005,Big Stump,7/2/2017,WF,4005,35.32841,-111.5102,0.1,ACRES
8/12/2017,1030_6057,Jackson,8/11/2017,WF,6057,39.50983,-120.5724,0.1,ACRES
7/7/2017,1031_4007,Control,7/6/2017,WF,4007,34.36375,-111.2039,0.1,ACRES
7/5/2017,1031_8041,Ensign 2,7/4/2017,WF,8041,39.05818,-104.9993,0.1,ACRES
9/12/2017,1032_4011,Pigeon,9/11/2017,WF,4011,33.244479999999996,-109.3658,0.1,ACRES
7/4/2017,1032_4005,Park,7/2/2017,WF,4005,34.93853,-111.6046,0.1,ACRES
9/16/2017,1032_8067,Wheeler,9/15/2017,WF,8067,37.19675,-107.887,0.1,ACRES
7/7/2017,1032_4007,Moore,7/6/2017,WF,4007,34.36992,-111.2058,0.1,ACRES
8/30/2017,1032_41031,1032 Rn,8/29/2017,WF,41031,44.49492,-121.1927,0.1,ACRES
9/10/2017,1032_41063,Peavine,9/8/2017,WF,41063,45.79645,-117.073,0.1,ACRES
9/9/2017,1033_41001,Big Dug,9/8/2017,WF,41001,44.74089,-118.0108,0.1,ACRES
9/13/2017,1034_4017,Jaques,9/12/2017,WF,4017,34.22793,-109.8787,0.1,ACRES
6/19/2017,1035_6089,Crystal,6/18/2017,WF,6089,40.667867,-122.64396699999999,0.1,ACRES
7/5/2017,1035_8041,953,7/4/2017,WF,8041,38.98294,-105.0178,0.1,ACRES
7/7/2017,1035_4007,Dane,7/6/2017,WF,4007,34.34105,-111.0187,0.1,ACRES
7/1/2017,1036_30063,West Ninemile Road,6/30/2017,WF,30063,47.03583,-114.3955,0.1,ACRES
9/9/2017,1036_41001,Flood Water,9/8/2017,WF,41001,44.97221,-118.2256,0.1,ACRES
9/16/2017,1036_8067,J Road,9/15/2017,WF,8067,37.10561,-107.6685,0.1,ACRES
9/12/2017,1036_49045,Fa001036 I-80 Mm 77,9/11/2017,WF,49045,40.74457,-112.6417,0.1,ACRES
9/13/2017,1037_49029,South Young,9/11/2017,WF,49029,41.0305,-111.6924,0.1,ACRES
9/16/2017,1037_8067,Bravo Rinco 1,9/15/2017,WF,8067,37.05996,-107.9638,0.1,ACRES
9/9/2017,1037_41063,Gambler,9/8/2017,WF,41063,45.622040000000005,-117.259,0.1,ACRES
7/6/2017,1038_32003,Avi 3,7/5/2017,WF,32003,35.02104,-114.6404,0.1,ACRES
2/13/2017,1038_4017,Rincon,2/12/2017,WF,4017,35.05793,-110.5871,0.1,ACRES
7/5/2017,1038_8065,125B,7/4/2017,WF,8065,39.10048,-106.3691,0.1,ACRES
9/14/2017,1042_49023,Day Canyon,9/13/2017,WF,49023,31.342222200000002,-108.5902778,0.1,ACRES
8/21/2017,1042_6049,Emerson,8/20/2017,WF,6049,41.23811,-120.1776,0.1,ACRES
10/15/2017,1042_4019,1042,10/14/2017,WF,4019,32.063559999999995,-110.991,0.1,ACRES
2/13/2017,1043_4003,Bright Dawn,2/12/2017,WF,4003,31.84627,-109.1114,0.1,ACRES
8/13/2017,1044_6045,Stick,8/12/2017,WF,6045,39.9526,-123.0997,0.1,ACRES
7/30/2017,1044_6063,Bean,7/29/2017,WF,6063,39.96181,-121.0544,0.1,ACRES
9/10/2017,1045_41023,Boundary,9/9/2017,WF,41023,44.84256,-118.4385,0.1,ACRES
8/31/2017,1045_41017,Huntington 1045 Od,8/30/2017,WF,41017,43.6853,-121.4995,0.1,ACRES
8/31/2017,1046_41017,River View 1046 Od,8/30/2017,WF,41017,43.72963,-121.4869,0.1,ACRES
9/10/2017,1047_41023,Olive,9/9/2017,WF,41023,44.75466,-118.6243,0.1,ACRES
7/6/2017,1048_4013,American,7/5/2017,WF,4013,33.09055,-112.6481,0.1,ACRES
9/19/2017,1048_8007,Klutter Mountain,9/18/2017,WF,8007,37.11636,-106.9463,0.1,ACRES
9/10/2017,1048_41063,Gravel Pit,9/9/2017,WF,41063,45.75105,-117.2849,0.1,ACRES
9/18/2017,1049_4017,Mp 334,9/17/2017,WF,4017,34.16558,-110.09899999999999,0.1,ACRES
11/7/2017,1049_40015,Fast Runner,11/6/2017,WF,40015,35.10244,-98.35880999999999,0.1,ACRES
7/31/2017,1049_6063,Gulch,7/30/2017,WF,6063,39.90126,-121.1016,0.1,ACRES
7/8/2017,1049_4007,Aspen,7/7/2017,WF,4007,34.30301,-110.9486,0.1,ACRES
11/8/2017,1050_40113,Snake,11/7/2017,WF,40113,36.51133,-96.35271,0.1,ACRES
11/9/2017,1051_40113,Kitty'S,11/7/2017,WF,40113,36.61022,-96.30492,0.1,ACRES
7/12/2017,1052_6051,Johnny,7/11/2017,WF,6051,37.83435,-118.7815,0.1,ACRES
11/7/2017,1052_40015,Jerimiahs Corner,11/6/2017,WF,40015,35.07245,-98.32048,0.1,ACRES
10/18/2017,1053_4005,Mac,10/17/2017,WF,4005,35.154579999999996,-112.2043,0.1,ACRES
10/22/2017,1053_4003,Charleston,10/21/2017,WF,4003,31.630440000000004,-110.1779,0.1,ACRES
7/8/2017,1053_4021,Truck Cab,7/7/2017,WF,4021,33.174490000000006,-111.7833,0.1,ACRES
7/5/2017,1053_4025,Seventeen,7/4/2017,WF,4025,34.67409,-111.7697,0.1,ACRES
9/19/2017,1054_4017,Hollow,9/18/2017,WF,4017,34.45797,-110.4387,0.1,ACRES
7/8/2017,1055_4009,Geronimo,7/7/2017,WF,4009,33.132740000000005,-109.7155,0.1,ACRES
9/11/2017,1056_41061,Wells,9/10/2017,WF,41061,45.05911,-118.3149,0.1,ACRES
9/1/2017,1057_41017,Leona Lane 1057 Od,8/31/2017,WF,41017,43.71819,-121.5201,0.1,ACRES
11/14/2017,1057_40015,Stone,11/13/2017,WF,40015,35.10217,-98.3625,0.1,ACRES
7/6/2017,1057_8055,Blue Lake,7/5/2017,WF,8055,37.90221,-105.0427,0.1,ACRES
9/11/2017,1058_41061,Little Chicken,9/10/2017,WF,41061,45.02425,-118.4127,0.1,ACRES
11/15/2017,1058_40001,Eagle,11/13/2017,WF,40001,35.73216,-94.54604,0.1,ACRES
7/8/2017,1059_4013,Power,7/7/2017,WF,4013,33.8751,-111.8136,0.1,ACRES
10/27/2017,1059_4011,Fa 1059,10/25/2017,WF,4011,32.92977,-109.3795,0.1,ACRES
9/20/2017,1059_4005,Duke,9/19/2017,WF,4005,34.402609999999996,-111.0098,0.1,ACRES
7/6/2017,1059_8119,Loy Gulch,7/5/2017,WF,8119,39.01735,-105.0309,0.1,ACRES
9/11/2017,1059_41061,Mill Creek,9/10/2017,WF,41061,45.276759999999996,-118.0935,0.1,ACRES
7/5/2017,1060_4005,Trash,7/4/2017,WF,4005,34.45073,-111.366,0.1,ACRES
7/6/2017,1060_8035,Long Hollow Gulch,7/5/2017,WF,8035,39.22208,-105.0798,0.1,ACRES
7/6/2017,1061_8027,Mamoth,7/5/2017,WF,8027,38.00994,-105.0898,0.1,ACRES
9/11/2017,1061_41061,Mckay,9/10/2017,WF,41061,45.4254,-118.4188,0.1,ACRES
7/9/2017,1062_4013,Mazda,7/8/2017,WF,4013,33.91013,-111.4505,0.1,ACRES
8/18/2017,1064_6091,Keystone,8/17/2017,WF,6091,39.534620000000004,-120.681,0.1,ACRES
9/8/2017,1064_6023,Red,9/7/2017,WF,6023,41.25995,-123.6053,0.1,ACRES
9/17/2017,1065_49029,Big Mountain,9/16/2017,WF,49029,40.833729999999996,-111.6468,0.1,ACRES
9/21/2017,1066_8067,Walter,9/20/2017,WF,8067,37.07821,-107.9224,0.1,ACRES
9/2/2017,1066_41031,1066 Rn,9/1/2017,WF,41031,44.7763,-120.9675,0.1,ACRES
9/26/2017,1066_16073,Mm10 Hwy 95,9/25/2017,WF,16073,43.36246,-116.9227,0.1,ACRES
7/7/2017,1067_4025,Cornville,7/6/2017,WF,4025,34.67002,-111.8328,0.1,ACRES
7/9/2017,1067_4007,Natural,7/8/2017,WF,4007,34.35138,-111.4484,0.1,ACRES
9/18/2017,1067_49051,Willow Creek,9/17/2017,WF,49051,40.31364,-111.1881,0.1,ACRES
8/23/2017,1068_6049,Cold,8/22/2017,WF,6049,41.22587,-120.3494,0.1,ACRES
9/12/2017,1069_41063,Kuhn,9/11/2017,WF,41063,45.77375,-117.3119,0.1,ACRES
6/26/2017,1069_6089,Dekkas,6/25/2017,WF,6089,40.87505,-122.2405,0.1,ACRES
9/27/2017,1069_4017,Whispering Pine,9/25/2017,WF,4017,34.07336,-109.8631,0.1,ACRES
9/18/2017,1069_49045,Soldier,9/17/2017,WF,49045,40.42928,-112.3389,0.1,ACRES
11/3/2017,1069_4011,150,11/1/2017,WF,4011,32.89716,-109.2703,0.1,ACRES
7/7/2017,1070_8041,Ensign 3,7/6/2017,WF,8041,39.03369,-105.0029,0.1,ACRES
8/23/2017,1070_6049,East,8/22/2017,WF,6049,41.20301,-120.20200000000001,0.1,ACRES
9/19/2017,1070_49045,Copper,9/17/2017,WF,49045,40.42842,-112.3461,0.1,ACRES
5/21/2017,1070_53065,Bisbee Meadow,5/20/2017,WF,53065,48.35014,-117.5836,0.1,ACRES
11/18/2017,1070_40031,Hillary 2,11/17/2017,WF,40031,34.73744,-98.47583,0.1,ACRES
6/3/2017,1072_6089,Kennedy,6/2/2017,WF,6089,40.629329999999996,-122.54593999999999,0.1,ACRES
9/2/2017,1072_41017,1072 Nw,9/1/2017,WF,41017,43.96311,-121.4342,0.1,ACRES
7/7/2017,1074_8093,Rusty,7/6/2017,WF,8093,39.095690000000005,-105.3907,0.1,ACRES
9/28/2017,1074_4017,Job Core,9/27/2017,WF,4017,34.410579999999996,-110.6627,0.1,ACRES
9/9/2017,1075_6023,Antenna,9/8/2017,WF,6023,41.27422,-123.5078,0.1,ACRES
7/8/2017,1075_8043,Fremont Peak,7/6/2017,WF,8043,38.4386,-105.2817,0.1,ACRES
8/20/2017,1076_6061,Rainbow,8/19/2017,WF,6061,39.313759999999995,-120.4906,0.1,ACRES
7/9/2017,1076_4007,Whisper,7/8/2017,WF,4007,34.36678,-111.2741,0.1,ACRES
9/3/2017,1077_41017,Powder Village 1077 Od,9/2/2017,WF,41017,43.86229,-121.4318,0.1,ACRES
9/29/2017,1078_4017,West Colelay,9/28/2017,WF,4017,33.91556,-109.9541,0.1,ACRES
7/10/2017,1078_4021,Tree,7/9/2017,WF,4021,33.042790000000004,-111.5589,0.1,ACRES
7/10/2017,1079_4021,182,7/9/2017,WF,4021,33.03423,-111.7772,0.1,ACRES
8/3/2017,1080_6063,Wiggins,8/2/2017,WF,6063,39.79716,-120.1372,0.1,ACRES
8/20/2017,1081_6061,Cedars,8/19/2017,WF,6061,39.234140000000004,-120.2971,0.1,ACRES
10/2/2017,1081_4017,3Rd Avenue,10/1/2017,WF,4017,33.834972,-109.96969399999999,0.1,ACRES
7/8/2017,1081_8065,White Star,7/7/2017,WF,8065,39.089940000000006,-106.3654,0.1,ACRES
9/4/2017,1081_41017,1081 Nw,9/3/2017,WF,41017,43.81674,-121.4963,0.1,ACRES
9/21/2017,1081_49045,Crooked Gate,9/20/2017,WF,49045,40.30645,-112.5854,0.1,ACRES
8/24/2017,1082_6049,Rail,8/23/2017,WF,6049,41.564170000000004,-120.9152,0.1,ACRES
8/24/2017,1083_6049,Point,8/23/2017,WF,6049,41.82997,-120.8533,0.1,ACRES
7/8/2017,1083_8041,Ensign 4,7/7/2017,WF,8041,39.03478,-105.0062,0.1,ACRES
9/4/2017,1084_41065,1084 Rn,9/3/2017,WF,41065,45.20845,-121.2246,0.1,ACRES
8/24/2017,1084_6049,Timbered,8/23/2017,WF,6049,41.79262,-120.8916,0.1,ACRES
8/24/2017,1085_6049,Valley,8/23/2017,WF,6049,41.50143,-121.1603,0.1,ACRES
7/10/2017,1085_4021,Tumbleweed,7/9/2017,WF,4021,33.105579999999996,-111.7376,0.1,ACRES
5/26/2017,1085_53019,Klondike Knob,5/25/2017,WF,53019,48.6851,-118.6769,0.1,ACRES
8/20/2017,1086_6057,Eagle,8/19/2017,WF,6057,39.32445,-120.5635,0.1,ACRES
10/1/2017,1086_8067,1086,9/29/2017,WF,8067,37.34355,-107.7416,0.1,ACRES
8/24/2017,1086_6049,Ridge,8/23/2017,WF,6049,41.78979,-120.9236,0.1,ACRES
8/24/2017,1087_6049,Cat,8/23/2017,WF,6049,41.38007,-121.0577,0.1,ACRES
7/10/2017,1087_4007,1160,7/9/2017,WF,4007,33.61848,-110.3831,0.1,ACRES
10/1/2017,1087_8067,Hill,9/30/2017,WF,8067,37.08542,-107.728,0.1,ACRES
8/24/2017,1088_6049,Pit,8/23/2017,WF,6049,41.824020000000004,-120.7535,0.1,ACRES
8/20/2017,1088_6061,Bridge,8/19/2017,WF,6061,39.21261,-120.1949,0.1,ACRES
8/24/2017,1090_6093,Round,8/23/2017,WF,6093,41.406940000000006,-121.5063,0.1,ACRES
11/4/2017,1091_4005,Mccouley,11/3/2017,WF,4005,35.219883,-112.3367,0.1,ACRES
8/24/2017,1091_6049,Bald,8/23/2017,WF,6049,41.24454,-120.2364,0.1,ACRES
10/7/2017,1092_4017,Pats Pond,10/6/2017,WF,4017,34.34185,-110.7154,0.1,ACRES
8/4/2017,1092_6063,Joseph,8/3/2017,WF,6063,39.96549,-120.7287,0.1,ACRES
7/8/2017,1092_8041,Mary,7/7/2017,WF,8041,38.83582,-104.9734,0.1,ACRES
8/21/2017,1093_6091,Sardine,8/20/2017,WF,6091,39.53572,-120.1992,0.1,ACRES
7/17/2017,1093_6051,Mcgee,7/16/2017,WF,6051,37.57172,-118.7843,0.1,ACRES
10/7/2017,1093_4001,Wooly,10/6/2017,WF,4001,34.07235,-109.5546,0.1,ACRES
7/10/2017,1093_4015,Suprise Fa,7/8/2017,WF,4015,35.49495,-113.4334,0.1,ACRES
10/8/2017,1094_4001,Mountain Point,10/7/2017,WF,4001,34.048320000000004,-109.3392,0.1,ACRES
9/6/2017,1095_41017,Cloverdale Rd 1095 Od,9/5/2017,WF,41017,44.24861,-121.4729,0.1,ACRES
7/9/2017,1095_4015,Pine Lake,7/8/2017,WF,4015,35.11025,-113.8626,0.1,ACRES
11/20/2017,1096_4023,Wood,11/19/2017,WF,4023,31.425859999999997,-111.1385,0.1,ACRES
10/9/2017,1096_4017,Snow Creek,10/8/2017,WF,4017,34.2265,-110.0635,0.1,ACRES
8/24/2017,1097_6049,Schaffer,8/23/2017,WF,6049,41.367490000000004,-120.8923,0.1,ACRES
8/4/2017,1098_6063,Clearwater,8/3/2017,WF,6063,40.03076,-120.6577,0.1,ACRES
10/11/2017,1098_4011,Columbus,10/9/2017,WF,4011,33.72576,-109.3483,0.1,ACRES
8/24/2017,1098_6049,City,8/23/2017,WF,6049,41.38905,-120.9277,0.1,ACRES
9/28/2017,1099_49049,Tank Hollow Baer,9/27/2017,WF,49049,39.994170000000004,-111.3154,0.1,ACRES
7/9/2017,1099_8119,Teller Cr1,7/8/2017,WF,8119,38.7844,-105.2089,0.1,ACRES
7/12/2017,1100_4021,180,7/11/2017,WF,4021,33.076209999999996,-111.80951,0.1,ACRES
8/17/2017,1100_6093,East,8/15/2017,WF,6093,41.958259999999996,-123.3673,0.1,ACRES
7/9/2017,1100_4005,Canvas,7/8/2017,WF,4005,34.536840000000005,-111.3268,0.1,ACRES
9/12/2017,1100_6093,Zulu 9,9/11/2017,WF,6093,41.51167,-123.4274,0.1,ACRES
9/29/2017,1100_49049,Knolls,9/27/2017,WF,49049,40.19931,-111.9068,0.1,ACRES
10/11/2017,1102_4017,Wire,10/10/2017,WF,4017,34.25353,-110.1133,0.1,ACRES
9/29/2017,1102_49049,Impact,9/27/2017,WF,49049,40.4326,-112.0612,0.1,ACRES
7/12/2017,1102_4021,178,7/11/2017,WF,4021,33.08638,-111.81733999999999,0.1,ACRES
7/10/2017,1103_8043,Sc-Iron- Utl,7/8/2017,WF,8043,38.3485,-105.4323,0.1,ACRES
11/25/2017,1103_4011,373,11/24/2017,WF,4011,32.7283,-109.1847,0.1,ACRES
9/8/2017,1104_41017,1104 Ne,9/7/2017,WF,41017,43.644729999999996,-121.4043,0.1,ACRES
8/4/2017,1104_6063,Trussell,8/3/2017,WF,6063,39.74736,-120.5713,0.1,ACRES
7/9/2017,1104_4005,Rush,7/8/2017,WF,4005,34.62272,-111.2314,0.1,ACRES
7/9/2017,1104_4025,Elliot,7/8/2017,WF,4025,34.47055,-112.3465,0.1,ACRES
11/22/2017,1105_40135,Anglens,11/21/2017,WF,40135,35.57855,-94.55631,0.1,ACRES
7/10/2017,1106_4005,Limestone,7/8/2017,WF,4005,34.63304,-111.2262,0.1,ACRES
9/8/2017,1106_41017,1106 Ne,9/7/2017,WF,41017,43.67694,-120.8432,0.1,ACRES
8/24/2017,1106_6049,Dup Of Inc. #1104,8/23/2017,WF,6049,41.73447,-120.9463,0.1,ACRES
6/2/2017,1107_53019,Vulcan Rocks,6/1/2017,WF,53019,48.94696,-118.7422,0.1,ACRES
9/14/2017,1107_6105,Hettenshaw,9/12/2017,WF,6105,40.25067,-123.3784,0.1,ACRES
11/22/2017,1108_40135,Smith Hollow,11/21/2017,WF,40135,35.569320000000005,-94.55845,0.1,ACRES
7/10/2017,1108_4025,Thumb,7/8/2017,WF,4025,34.54679,-112.5323,0.1,ACRES
7/9/2017,1108_4005,147,7/8/2017,WF,4005,34.50168,-111.3431,0.1,ACRES
9/8/2017,1109_41013,1109 Rs,9/7/2017,WF,41013,44.26433,-121.1083,0.1,ACRES
7/9/2017,1109_8043,21 Rd,7/8/2017,WF,8043,38.60463,-105.5158,0.1,ACRES
7/9/2017,1110_4025,Clear,7/8/2017,WF,4025,34.51425,-111.7626,0.1,ACRES
8/24/2017,1110_6049,Surveyor,8/23/2017,WF,6049,41.70248,-120.8966,0.1,ACRES
10/14/2017,1110_4005,General Crook,10/13/2017,WF,4005,34.365733,-111.002683,0.1,ACRES
9/8/2017,1111_41013,1111 Pr,9/7/2017,WF,41013,44.38353,-120.4559,0.1,ACRES
